Name,ID,Copy_Number,ArtistName
She,101400480,1,Kiss
Shock Me,101400480,1,Kiss
Shout It Out Loud,101400480,1,Kiss
Strutter,101400480,1,Kiss
Sure Know Something,101400480,1,Kiss
A World Without Heroes,370084652,1,Kiss
Comin' Home,370084652,1,Kiss
Domino,370084652,1,Kiss
Every Time I Look At You,370084652,1,Kiss
I Still Love You,370084652,1,Kiss
Nothin' To Lose,370084652,1,Kiss
Rock Bottom,370084652,1,Kiss
See You Tonight,370084652,1,Kiss
Custard Pie,2821115,1,Led Zeppelin
Houses Of The Holy,2821115,1,Led Zeppelin
In My Time Of Dying,2821115,1,Led Zeppelin
Kashmir,2821115,1,Led Zeppelin
The Rover,2821115,1,Led Zeppelin
Trampled Under Foot,2821115,1,Led Zeppelin
Bring It On Home,48455604,1,Led Zeppelin
Living Loving Maid (She's Just A Woman),48455604,1,Led Zeppelin
Moby Dick,48455604,1,Led Zeppelin
Ramble On,48455604,1,Led Zeppelin
The Lemon Song,48455604,1,Led Zeppelin
What Is And What Should Never Be,48455604,1,Led Zeppelin
Black Dog,57000878,1,Led Zeppelin
Going To California,57000878,1,Led Zeppelin
Heartbreaker,57000878,1,Led Zeppelin
Immigrant Song,57000878,1,Led Zeppelin
Since I've Been Loving You,57000878,1,Led Zeppelin
Stairway To Heaven,57000878,1,Led Zeppelin
Thank You,57000878,1,Led Zeppelin
That's The Way,57000878,1,Led Zeppelin
Whole Lotta Love (Medley),57000878,1,Led Zeppelin
Carouselambra,499440551,1,Led Zeppelin
Fool In The Rain,499440551,1,Led Zeppelin
Hot Dog,499440551,1,Led Zeppelin
I'm Gonna Crawl,499440551,1,Led Zeppelin
In The Evening,499440551,1,Led Zeppelin
South Bound Saurez,499440551,1,Led Zeppelin
Dancing Days,635142877,1,Led Zeppelin
D'Yer Mak'er,635142877,1,Led Zeppelin
No Quarter,635142877,1,Led Zeppelin
Over The Hills And Far Away,635142877,1,Led Zeppelin
The Crunge,635142877,1,Led Zeppelin
The Ocean,635142877,1,Led Zeppelin
The Rain Song,635142877,1,Led Zeppelin
The Song Remains The Same,635142877,1,Led Zeppelin
Bron-Y-Aur Stomp,650878193,1,Led Zeppelin
Celebration Day,650878193,1,Led Zeppelin
Friends,650878193,1,Led Zeppelin
Gallows Pole,650878193,1,Led Zeppelin
Hats Off To (Roy) Harper,650878193,1,Led Zeppelin
Out On The Tiles,650878193,1,Led Zeppelin
Tangerine,650878193,1,Led Zeppelin
Communication Breakdown,686621938,1,Led Zeppelin
Communication Breakdown(2),686621938,1,Led Zeppelin
Communication Breakdown(3),686621938,1,Led Zeppelin
Dazed and Confused,686621938,1,Led Zeppelin
How Many More Times,686621938,1,Led Zeppelin
I Can't Quit You Baby,686621938,1,Led Zeppelin
I Can't Quit You Baby(2),686621938,1,Led Zeppelin
Somethin' Else,686621938,1,Led Zeppelin
The Girl I Love She Got Long Black Wavy Hair,686621938,1,Led Zeppelin
Travelling Riverside Blues,686621938,1,Led Zeppelin
What is and Should Never Be,686621938,1,Led Zeppelin
Whole Lotta Love,686621938,1,Led Zeppelin
You Shook Me,686621938,1,Led Zeppelin
You Shook Me(2),686621938,1,Led Zeppelin
Babe I'm Gonna Leave You,832182374,1,Led Zeppelin
Black Mountain Side,832182374,1,Led Zeppelin
Good Times Bad Times,832182374,1,Led Zeppelin
Your Time Is Gonna Come,832182374,1,Led Zeppelin
Black Country Woman,860921730,1,Led Zeppelin
Boogie With Stu,860921730,1,Led Zeppelin
Bron-Yr-Aur,860921730,1,Led Zeppelin
Down By The Seaside,860921730,1,Led Zeppelin
In The Light,860921730,1,Led Zeppelin
Night Flight,860921730,1,Led Zeppelin
Sick Again,860921730,1,Led Zeppelin
Ten Years Gone,860921730,1,Led Zeppelin
The Wanton Song,860921730,1,Led Zeppelin
Ainda É Cedo,272496799,1,Legião Urbana
Antes Das Seis,272496799,1,Legião Urbana
Dezesseis,272496799,1,Legião Urbana
Eduardo E Mônica,272496799,1,Legião Urbana
Faroeste Caboclo,272496799,1,Legião Urbana
Geração Coca-Cola,272496799,1,Legião Urbana
Giz,272496799,1,Legião Urbana
Há Tempos,272496799,1,Legião Urbana
Indios,272496799,1,Legião Urbana
Meninos E Meninas,272496799,1,Legião Urbana
Pais E Filhos,272496799,1,Legião Urbana
Perfeição,272496799,1,Legião Urbana
Que País É Este,272496799,1,Legião Urbana
Será,272496799,1,Legião Urbana
Tempo Perdido,272496799,1,Legião Urbana
Vento No Litoral,272496799,1,Legião Urbana
Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel,105656734,1,Marillion
Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold,105656734,1,Marillion
Childhoods End?,105656734,1,Marillion
Heart Of Lothian: Wide Boy / Curtain Call,105656734,1,Marillion
Kayleigh,105656734,1,Marillion
Lavender,105656734,1,Marillion
Lords Of The Backstage,105656734,1,Marillion
Pseudo Silk Kimono,105656734,1,Marillion
Waterhole (Expresso Bongo),105656734,1,Marillion
White Feather,105656734,1,Marillion
Be Good Johnny,348635359,1,Men At Work
Down by the Sea,348635359,1,Men At Work
Down Under,348635359,1,Men At Work
Dr. Heckyll & Mr. Jive,348635359,1,Men At Work
Everything I Need,348635359,1,Men At Work
It's a Mistake,348635359,1,Men At Work
No Sign of Yesterday,348635359,1,Men At Work
Shakes and Ladders,348635359,1,Men At Work
Who Can It Be Now?,348635359,1,Men At Work
Escape,328840470,1,Metallica
Fade To Black,328840470,1,Metallica
Fight Fire With Fire,328840470,1,Metallica
For Whom The Bell Tolls,328840470,1,Metallica
Ride The Lightning,328840470,1,Metallica
The Call Of Ktulu,328840470,1,Metallica
Trapped Under Ice,328840470,1,Metallica
(Anesthesia) Pulling Teeth,434743637,1,Metallica
Hit The Lights,434743637,1,Metallica
Jump In The Fire,434743637,1,Metallica
Metal Militia,434743637,1,Metallica
Motorbreath,434743637,1,Metallica
No Remorse,434743637,1,Metallica
Phantom Lord,434743637,1,Metallica
Seek & Destroy,434743637,1,Metallica
The Four Horsemen,434743637,1,Metallica
Whiplash,434743637,1,Metallica
Battery,438163974,1,Metallica
Damage Inc.,438163974,1,Metallica
Disposable Heroes,438163974,1,Metallica
Leper Messiah,438163974,1,Metallica
Master Of Puppets,438163974,1,Metallica
Orion,438163974,1,Metallica
The Thing That Should Not Be,438163974,1,Metallica
Welcome Home (Sanitarium),438163974,1,Metallica
Am I Evil?,483730166,1,Metallica
Blitzkrieg,483730166,1,Metallica
Breadfan,483730166,1,Metallica
Crash Course In Brain Surgery,483730166,1,Metallica
Damage Case,483730166,1,Metallica
Helpless,483730166,1,Metallica
Killing Time,483730166,1,Metallica
Last Caress/Green Hell,483730166,1,Metallica
Overkill,483730166,1,Metallica
So What,483730166,1,Metallica
Stone Cold Crazy,483730166,1,Metallica
Stone Dead Forever,483730166,1,Metallica
The Prince,483730166,1,Metallica
The Small Hours,483730166,1,Metallica
The Wait,483730166,1,Metallica
Too Late Too Late,483730166,1,Metallica
Astronomy,924323510,1,Metallica
Die Die My Darling,924323510,1,Metallica
Free Speech For The Dumb,924323510,1,Metallica
It's Electric,924323510,1,Metallica
Loverman,924323510,1,Metallica
Mercyful Fate,924323510,1,Metallica
Sabbra Cadabra,924323510,1,Metallica
The More I See,924323510,1,Metallica
Tuesday's Gone,924323510,1,Metallica
Turn The Page,924323510,1,Metallica
Whiskey In The Jar,924323510,1,Metallica
Blues For Pablo,744183074,1,Miles Davis
Blues For Pablo (Alternate Take),744183074,1,Miles Davis
I Don't Wanna Be Kissed (By Anyone But You),744183074,1,Miles Davis
I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),744183074,1,Miles Davis
Lament,744183074,1,Miles Davis
Miles Ahead,744183074,1,Miles Davis
My Ship,744183074,1,Miles Davis
New Rhumba,744183074,1,Miles Davis
Springsville,744183074,1,Miles Davis
Springsville (Alternate Take),744183074,1,Miles Davis
The Duke,744183074,1,Miles Davis
The Maids Of Cadiz,744183074,1,Miles Davis
The Meaning Of The Blues,744183074,1,Miles Davis
The Meaning Of The Blues/Lament (Alternate Take),744183074,1,Miles Davis
Afraid,592862844,1,Mötley Crüe
Bitter Pill,592862844,1,Mötley Crüe
Don't Go Away Mad (Just Go Away),592862844,1,Mötley Crüe
Dr. Feelgood,592862844,1,Mötley Crüe
Enslaved,592862844,1,Mötley Crüe
Glitter,592862844,1,Mötley Crüe
Home Sweet Home,592862844,1,Mötley Crüe
Kickstart My Heart,592862844,1,Mötley Crüe
Looks That Kill,592862844,1,Mötley Crüe
Primal Scream,592862844,1,Mötley Crüe
Same Ol' Situation,592862844,1,Mötley Crüe
Shout At The Devil,592862844,1,Mötley Crüe
Smokin' in The Boys Room,592862844,1,Mötley Crüe
Too Fast For Love,592862844,1,Mötley Crüe
Wild Side,592862844,1,Mötley Crüe
Without You,592862844,1,Mötley Crüe
Aneurysm,90994472,1,Nirvana
Been A Son,90994472,1,Nirvana
Blew,90994472,1,Nirvana
Breed,90994472,1,Nirvana
Drain You,90994472,1,Nirvana
Heart-Shaped Box,90994472,1,Nirvana
Intro,90994472,1,Nirvana
Lithium,90994472,1,Nirvana
Milk It,90994472,1,Nirvana
Negative Creep,90994472,1,Nirvana
Polly,90994472,1,Nirvana
Scentless Apprentice,90994472,1,Nirvana
School,90994472,1,Nirvana
Sliver,90994472,1,Nirvana
Smells Like Teen Spirit,90994472,1,Nirvana
Spank Thru,90994472,1,Nirvana
Tourette's,90994472,1,Nirvana
Come As You Are,510101253,1,Nirvana
In Bloom,510101253,1,Nirvana
Lounge Act,510101253,1,Nirvana
On A Plain,510101253,1,Nirvana
Something In The Way,510101253,1,Nirvana
Stay Away,510101253,1,Nirvana
Territorial Pissings,510101253,1,Nirvana
Cartao Postal,70847531,1,Olodum
Denúncia,70847531,1,Olodum
Faraó Divindade Do Egito,70847531,1,Olodum
Jeito Faceiro,70847531,1,Olodum
Madagáscar Olodum,70847531,1,Olodum
Nossa Gente (Avisa Là),70847531,1,Olodum
Olodum - Alegria Geral,70847531,1,Olodum
Olodum - Smile (Instrumental),70847531,1,Olodum
Protesto Do Olodum (Ao Vivo),70847531,1,Olodum
Reggae Odoyá,70847531,1,Olodum
Requebra,70847531,1,Olodum
Revolta Olodum,70847531,1,Olodum
Todo Amor (Asas Da Liberdade),70847531,1,Olodum
A E O Z,516476437,1,Os Mutantes
Ando Meio Desligado,516476437,1,Os Mutantes
Baby,516476437,1,Os Mutantes
Balada Do Louco,516476437,1,Os Mutantes
Banho De Lua,516476437,1,Os Mutantes
Bat Macumba,516476437,1,Os Mutantes
Chão De Estrelas,516476437,1,Os Mutantes
Desculpe Babe,516476437,1,Os Mutantes
Meu Refrigerador Não Funciona,516476437,1,Os Mutantes
Panis Et Circenses,516476437,1,Os Mutantes
Rita Lee,516476437,1,Os Mutantes
Top Top,516476437,1,Os Mutantes
Vida De Cachorro,516476437,1,Os Mutantes
Alagados,303707528,1,Os Paralamas Do Sucesso
Caleidoscópio,303707528,1,Os Paralamas Do Sucesso
Cinema Mudo,303707528,1,Os Paralamas Do Sucesso
Lanterna Dos Afogados,303707528,1,Os Paralamas Do Sucesso
Me Liga,303707528,1,Os Paralamas Do Sucesso
Melô Do Marinheiro,303707528,1,Os Paralamas Do Sucesso
Meu Erro,303707528,1,Os Paralamas Do Sucesso
O Beco,303707528,1,Os Paralamas Do Sucesso
Óculos,303707528,1,Os Paralamas Do Sucesso
Perplexo,303707528,1,Os Paralamas Do Sucesso
Quase Um Segundo,303707528,1,Os Paralamas Do Sucesso
Romance Ideal,303707528,1,Os Paralamas Do Sucesso
Selvagem,303707528,1,Os Paralamas Do Sucesso
Será Que Vai Chover?,303707528,1,Os Paralamas Do Sucesso
SKA,303707528,1,Os Paralamas Do Sucesso
Vital E Sua Moto,303707528,1,Os Paralamas Do Sucesso
Bark at the Moon,199649151,1,Ozzy Osbourne
Crazy Train,835290849,1,Ozzy Osbourne
I Don't Know,835290849,1,Ozzy Osbourne
Blue Train,803626461,1,Page & Plant
Burning Up,803626461,1,Page & Plant
Heart In Your Hand,803626461,1,Page & Plant
House Of Love,803626461,1,Page & Plant
Most High,803626461,1,Page & Plant
Please Read The Letter,803626461,1,Page & Plant
Shining In The Light,803626461,1,Page & Plant
Sons Of Freedom,803626461,1,Page & Plant
Upon A Golden Horse,803626461,1,Page & Plant
Walking Into Clarksdale,803626461,1,Page & Plant
When I Was A Child,803626461,1,Page & Plant
When The World Was Young,803626461,1,Page & Plant
Better Man,402370583,1,Pearl Jam
Black,402370583,1,Pearl Jam
Corduroy,402370583,1,Pearl Jam
Daughter,402370583,1,Pearl Jam
Do The Evolution,402370583,1,Pearl Jam
Elderly Woman Behind The Counter In A Small Town,402370583,1,Pearl Jam
Even Flow,402370583,1,Pearl Jam
F*Ckin' Up,402370583,1,Pearl Jam
Given To Fly,402370583,1,Pearl Jam
Go,402370583,1,Pearl Jam
MFC,402370583,1,Pearl Jam
Nothingman,402370583,1,Pearl Jam
Off He Goes,402370583,1,Pearl Jam
Red Mosquito,402370583,1,Pearl Jam
Untitled,402370583,1,Pearl Jam
Koyaanisqatsi,244940661,1,Philip Glass Ensemble
Can't Get There From Here,387126252,1,R.E.M.
Carnival Of Sorts,387126252,1,R.E.M.
Cuyahoga,387126252,1,R.E.M.
Don't Go Back To Rockville,387126252,1,R.E.M.
Driver 8,387126252,1,R.E.M.
Fall On Me,387126252,1,R.E.M.
Green Grow The Rushes,387126252,1,R.E.M.
I Believe,387126252,1,R.E.M.
It's The End Of The World As We Know It (And I Feel Fine),387126252,1,R.E.M.
Perfect Circle,387126252,1,R.E.M.
Pretty Persuasion,387126252,1,R.E.M.
Radio Free Aurope,387126252,1,R.E.M.
So Central Rain,387126252,1,R.E.M.
Talk About The Passion,387126252,1,R.E.M.
The Finest Worksong,387126252,1,R.E.M.
The One I Love,387126252,1,R.E.M.
Apache Rose Peacock,291637255,1,Red Hot Chili Peppers
Blood Sugar Sex Magik,291637255,1,Red Hot Chili Peppers
Breaking The Girl,291637255,1,Red Hot Chili Peppers
Funky Monks,291637255,1,Red Hot Chili Peppers
Give It Away,291637255,1,Red Hot Chili Peppers
I Could Have Lied,291637255,1,Red Hot Chili Peppers
If You Have To Ask,291637255,1,Red Hot Chili Peppers
Mellowship Slinky In B Major,291637255,1,Red Hot Chili Peppers
My Lovely Man,291637255,1,Red Hot Chili Peppers
Naked In The Rain,291637255,1,Red Hot Chili Peppers
Sir Psycho Sexy,291637255,1,Red Hot Chili Peppers
Suck My Kiss,291637255,1,Red Hot Chili Peppers
The Greeting Song,291637255,1,Red Hot Chili Peppers
The Power Of Equality,291637255,1,Red Hot Chili Peppers
The Righteous & The Wicked,291637255,1,Red Hot Chili Peppers
They're Red Hot,291637255,1,Red Hot Chili Peppers
Under The Bridge,291637255,1,Red Hot Chili Peppers
By The Way,688071122,1,Red Hot Chili Peppers
Cabron,688071122,1,Red Hot Chili Peppers
Can't Stop,688071122,1,Red Hot Chili Peppers
Don't Forget Me,688071122,1,Red Hot Chili Peppers
Dosed,688071122,1,Red Hot Chili Peppers
I Could Die For You,688071122,1,Red Hot Chili Peppers
Midnight,688071122,1,Red Hot Chili Peppers
Minor Thing,688071122,1,Red Hot Chili Peppers
On Mercury,688071122,1,Red Hot Chili Peppers
Tear,688071122,1,Red Hot Chili Peppers
The Zephyr Song,688071122,1,Red Hot Chili Peppers
This Is The Place,688071122,1,Red Hot Chili Peppers
Throw Away Your Television,688071122,1,Red Hot Chili Peppers
Universally Speaking,688071122,1,Red Hot Chili Peppers
Venice Queen,688071122,1,Red Hot Chili Peppers
Warm Tape,688071122,1,Red Hot Chili Peppers
2112 Overture,386700048,1,Rush
Anthem,386700048,1,Rush
Bastille Day,386700048,1,Rush
By-Tor And The Snow Dog,386700048,1,Rush
Closer To The Heart,386700048,1,Rush
Finding My Way,386700048,1,Rush
Fly By Night,386700048,1,Rush
Freewill,386700048,1,Rush
La Villa Strangiato,386700048,1,Rush
Something For Nothing,386700048,1,Rush
The Spirit Of Radio,386700048,1,Rush
The Temples Of Syrinx,386700048,1,Rush
The Trees,386700048,1,Rush
Xanadu,386700048,1,Rush
As The Years Go by,445269703,1,Santana
El Corazon Manda,445269703,1,Santana
Fried Neckbones And Home Fries,445269703,1,Santana
Jingo,445269703,1,Santana
La Puesta Del Sol,445269703,1,Santana
Persuasion,445269703,1,Santana
Santana Jam,445269703,1,Santana
Soul Sacrifice,445269703,1,Santana
Evil Ways,842844166,1,Santana
Funky Piano,842844166,1,Santana
Just Ain't Good Enough,842844166,1,Santana
Rock Me,842844166,1,Santana
The Way You Do To Mer,842844166,1,Santana
We've Got To Get Together/Jingo,842844166,1,Santana
[Untitled],184282021,1,Smashing Pumpkins
1979,184282021,1,Smashing Pumpkins
Ava Adore,184282021,1,Smashing Pumpkins
Bullet With Butterfly Wings,184282021,1,Smashing Pumpkins
Cherub Rock,184282021,1,Smashing Pumpkins
Disarm,184282021,1,Smashing Pumpkins
Drown,184282021,1,Smashing Pumpkins
Eye,184282021,1,Smashing Pumpkins
Landslide,184282021,1,Smashing Pumpkins
Real Love,184282021,1,Smashing Pumpkins
Rhinocerous,184282021,1,Smashing Pumpkins
Siva,184282021,1,Smashing Pumpkins
Stand Inside Your Love,184282021,1,Smashing Pumpkins
The Everlasting Gaze,184282021,1,Smashing Pumpkins
Today,184282021,1,Smashing Pumpkins
Zero,184282021,1,Smashing Pumpkins
As We Sleep,236439831,1,Spyro Gyra
Believe,236439831,1,Spyro Gyra
Best Thing,236439831,1,Spyro Gyra
De La Luz,236439831,1,Spyro Gyra
Heart of the Night,236439831,1,Spyro Gyra
J Squared,236439831,1,Spyro Gyra
Playtime,236439831,1,Spyro Gyra
Surrender,236439831,1,Spyro Gyra
Valentino's,236439831,1,Spyro Gyra
Westwood Moon,236439831,1,Spyro Gyra
When Evening Falls,236439831,1,Spyro Gyra
End Of Romanticism,382233289,1,Spyro Gyra
Heliopolis,382233289,1,Spyro Gyra
It Doesn't Matter,382233289,1,Spyro Gyra
Jubilee,382233289,1,Spyro Gyra
Little Linda,382233289,1,Spyro Gyra
Morning Dance,382233289,1,Spyro Gyra
Rasul,382233289,1,Spyro Gyra
Song For Lorraine,382233289,1,Spyro Gyra
Starburst,382233289,1,Spyro Gyra
All Night Thing,961131853,1,Temple of the Dog
Call Me a Dog,961131853,1,Temple of the Dog
Four Walled World,961131853,1,Temple of the Dog
Hunger Strike,961131853,1,Temple of the Dog
Pushin Forward Back,961131853,1,Temple of the Dog
Reach Down,961131853,1,Temple of the Dog
Say Hello 2 Heaven,961131853,1,Temple of the Dog
Times of Trouble,961131853,1,Temple of the Dog
Wooden Jesus,961131853,1,Temple of the Dog
Your Savior,961131853,1,Temple of the Dog
Adios nonino,724046399,1,The 12 Cellists of The Berlin Philharmonic
Cosmic Fiend,723006448,1,The Black Crowes
Cursed Diamonds,723006448,1,The Black Crowes
Girl From A Pawnshop,723006448,1,The Black Crowes
Greasy Grass River,723006448,1,The Black Crowes
Midnight From The Inside Out,723006448,1,The Black Crowes
Miracle To Me,723006448,1,The Black Crowes
Sometimes Salvation,723006448,1,The Black Crowes
Sting Me,723006448,1,The Black Crowes
Thick & Thin,723006448,1,The Black Crowes
Wiser Time,723006448,1,The Black Crowes
Black Moon Creeping,977055074,1,The Black Crowes
Hard To Handle,977055074,1,The Black Crowes
High Head Blues,977055074,1,The Black Crowes
Lickin',977055074,1,The Black Crowes
Remedy,977055074,1,The Black Crowes
She Talks To Angels,977055074,1,The Black Crowes
Soul Singing,977055074,1,The Black Crowes
Title Song,977055074,1,The Black Crowes
Twice As Hard,977055074,1,The Black Crowes
Alabama Song,669417473,1,The Doors
Back Door Man,669417473,1,The Doors
Break on Through,669417473,1,The Doors
End Of The Night,669417473,1,The Doors
I Looked At You,669417473,1,The Doors
Light My Fire,669417473,1,The Doors
Soul Kitchen,669417473,1,The Doors
Take It As It Comes,669417473,1,The Doors
The Crystal Ship,669417473,1,The Doors
The End,669417473,1,The Doors
Twentienth Century Fox,669417473,1,The Doors
Corinna,371280031,1,The Rolling Stones
Flip The Switch,371280031,1,The Rolling Stones
Gimmie Shelters,371280031,1,The Rolling Stones
Live With Me,371280031,1,The Rolling Stones
Memory Motel,371280031,1,The Rolling Stones
Out Of Control,371280031,1,The Rolling Stones
Respectable,371280031,1,The Rolling Stones
Saint Of Me,371280031,1,The Rolling Stones
Sister Morphine,371280031,1,The Rolling Stones
The Last Time,371280031,1,The Rolling Stones
Thief In The Night,371280031,1,The Rolling Stones
Wainting On A Friend,371280031,1,The Rolling Stones
You Got Me Rocking,371280031,1,The Rolling Stones
A Man And A Woman,45635745,1,U2
All Because Of You,45635745,1,U2
City Of Blinding Lights,45635745,1,U2
Crumbs From Your Table,45635745,1,U2
Love And Peace Or Else,45635745,1,U2
Miracle Drug,45635745,1,U2
One Step Closer,45635745,1,U2
Original Of The Species,45635745,1,U2
Sometimes You Can't Make It On Your Own,45635745,1,U2
Vertigo,45635745,1,U2
Yahweh,45635745,1,U2
Babyface,279444609,1,U2
Daddy's Gonna Pay For Your Crashed Car,279444609,1,U2
Dirty Day,279444609,1,U2
Lemon,279444609,1,U2
Numb,279444609,1,U2
Some Days Are Better Than Others,279444609,1,U2
The First Time,279444609,1,U2
The Wanderer,279444609,1,U2
Zooropa,279444609,1,U2
Beautiful Day,726668033,1,U2
Elevation,726668033,1,U2
Grace,726668033,1,U2
In A Little While,726668033,1,U2
Kite,726668033,1,U2
New York,726668033,1,U2
Peace On Earth,726668033,1,U2
Stuck In A Moment You Can't Get Out Of,726668033,1,U2
Walk On,726668033,1,U2
When I Look At The World,726668033,1,U2
Wild Honey,726668033,1,U2
Acrobat,736212356,1,U2
Even Better Than The Real Thing,736212356,1,U2
Love Is Blindness,736212356,1,U2
Mysterious Ways,736212356,1,U2
One,736212356,1,U2
So Cruel,736212356,1,U2
The Fly,736212356,1,U2
Tryin' To Throw Your Arms Around The World,736212356,1,U2
Ultraviolet (Light My Way),736212356,1,U2
Until The End Of The World,736212356,1,U2
Who's Gonna Ride Your Wild Horses,736212356,1,U2
Zoo Station,736212356,1,U2
(I Can't Help) Falling In Love With You,73448015,1,UB40
Bring Me Your Cup,73448015,1,UB40
C'est La Vie,73448015,1,UB40
Here I Am (Come And Take Me),73448015,1,UB40
Higher Ground,73448015,1,UB40
Homely Girl,73448015,1,UB40
I Would Do For You,73448015,1,UB40
Kingston Town,73448015,1,UB40
Reggae Music,73448015,1,UB40
Superstition,73448015,1,UB40
Until My Dying Day,73448015,1,UB40
Wear You To The Ball,73448015,1,UB40
Where Did I Go Wrong,73448015,1,UB40
Ballot or the Bullet,192453425,1,Van Halen
Dirty Water Dog,192453425,1,Van Halen
Fire in the Hole,192453425,1,Van Halen
From Afar,192453425,1,Van Halen
How Many Say I,192453425,1,Van Halen
Josephina,192453425,1,Van Halen
Neworld,192453425,1,Van Halen
Once,192453425,1,Van Halen
One I Want,192453425,1,Van Halen
Primary,192453425,1,Van Halen
Year to the Day,192453425,1,Van Halen
Ain't Talkin' 'Bout Love,570566445,1,Van Halen
Atomic Punk,570566445,1,Van Halen
Eruption,570566445,1,Van Halen
Feel Your Love Tonight,570566445,1,Van Halen
Ice Cream Man,570566445,1,Van Halen
I'm The One,570566445,1,Van Halen
Jamie's Cryin',570566445,1,Van Halen
Little Dreamer,570566445,1,Van Halen
On Fire,570566445,1,Van Halen
Runnin' With The Devil,570566445,1,Van Halen
You Really Got Me,570566445,1,Van Halen
Politik,2469762156,1,Coldplay
In My Place,2469762156,1,Coldplay
God Put a Smile upon your Face,2469762156,1,Coldplay
The Scientist,2469762156,1,Coldplay
Clocks,2469762156,1,Coldplay
Daylight,2469762156,1,Coldplay
Green Eyes,2469762156,1,Coldplay
Warning Sign,2469762156,1,Coldplay
A Whisper,2469762156,1,Coldplay
A Rush of Blood to the Head,2469762156,1,Coldplay
Politik,2469762156,2,Coldplay
In My Place,2469762156,2,Coldplay
God Put a Smile upon your Face,2469762156,2,Coldplay
The Scientist,2469762156,2,Coldplay
Clocks,2469762156,2,Coldplay
Daylight,2469762156,2,Coldplay
Green Eyes,2469762156,2,Coldplay
Warning Sign,2469762156,2,Coldplay
A Whisper,2469762156,2,Coldplay
A Rush of Blood to the Head,2469762156,2,Coldplay
Piano Man,1265472654,1,Billy Joel
Captain Jack,1265472654,1,Billy Joel
The Entertainer,1265472654,1,Billy Joel
Say Goodbye to Hollywood,1265472654,1,Billy Joel
New York State of Mind,1265472654,1,Billy Joel
The Stranger,1265472654,1,Billy Joel
Scenes from an Italian Restaurant,1265472654,1,Billy Joel
Just the Way You Are,1265472654,1,Billy Joel
Movin' Out (Anthony's Song),1265472654,1,Billy Joel
Only the Good Die Young,1265472654,1,Billy Joel
